date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:01:43	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:41%20GMT	https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=5	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.179d8af.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:44	28080/28080	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:41%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=5	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginf357.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:44	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:42%20GMT	https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=6	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.17ba13e.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:45	28080/28080	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:42%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=6	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login6140.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:45	228/228	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:43%20GMT	https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=15	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.17dbf6e.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:47	28081/28081	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:45%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=15	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login07dc.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:47	228/228	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:45%20GMT	https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=17	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.17f4cb1.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:48	28081/28081	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:46%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=10&Subject_Id=17	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginc758.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:49	251/251	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:46%20GMT	https://www.schoolaura.com/course/course_detail/3?title=CBSE+Syllabus+for+8th+class	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/course_detail/3.181c917.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:50	28141/28141	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:47%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/3?title=CBSE+Syllabus+for+8th+class	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login3881.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:50	227/227	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:47%20GMT	https://www.schoolaura.com/course/study?Course_Id=9&Subject_Id=-1	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1838227.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:51	28079/28079	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:49%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=9&Subject_Id=-1	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/logindb21.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:51	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:49%20GMT	https://www.schoolaura.com/course/study?Course_Id=9&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1854586.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:52	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:50%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=9&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login0589.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:53	251/251	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:50%20GMT	https://www.schoolaura.com/course/course_detail/2?title=CBSE+Syllabus+for+7th+class	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/course_detail/2.187e362.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:54	28141/28141	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:31:51%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/2?title=CBSE+Syllabus+for+7th+class	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login1f20.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:01:54	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:31:51%20GMT	https://www.schoolaura.com/course/study?Course_Id=8&Subject_Id=2	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.18942bf.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:02:16	226/226	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:32:14%20GMT	https://www.schoolaura.com/course/study?Course_Id=8&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.18b8de7.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:02:17	15293/15293	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:15%20GMT	https://www.schoolaura.com/course/study?Course_Id=8&Subject_Id=4	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.18d0932.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:02:17	28078/28078	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:32:14%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=8&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login0047.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:02:18	251/251	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:32:15%20GMT	https://www.schoolaura.com/course/course_detail/1?title=CBSE+Syllabus+for+6th+Class	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/course_detail/1.18e0cab.delayed	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:02:18	28141/28141	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:32:16%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/1?title=CBSE+Syllabus+for+6th+Class	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login5bc3.html	(from https://www.schoolaura.com/course?title=1st-12th-courses&catid=1)
14:02:19	16810/16810	---M--	200	added ('OK')	image/png	etag:%22b0f88d1dcf3d81:0%22	https://www.schoolaura.com/Content/new_assets/images/find-tutor/undraw_Video_call_re_4p26.png	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/Content/new_assets/images/find-tutor/undraw_Video_call_re_4p26.png	(from https://www.schoolaura.com/find-tutor)
14:02:20	14/-1	---M--	308	error ('Permanent%20Redirect')	text/plain		http://admin.schoolaura.com//content/adminschoolaura/blog/20210761103000_536.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210761103000_536.191.delayed	(from https://www.schoolaura.com/blogs)
14:02:20	166/166	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2006%20Mar%202025%2008:32:20%20GMT	https://admin.schoolaura.com//content/adminschoolaura/blog/20210761103000_536.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210761103000_536.192.delayed	(from https://www.schoolaura.com/blogs)
14:02:20	6021/6021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e5041fd590cc4e3abeee3053bc32a91d%22	https://admin.schoolaura.com/content/adminschoolaura/blog/20210761103000_536.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210761103000_536.193.delayed	(from https://www.schoolaura.com/blogs)
14:02:21	8255/8255	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:19%20GMT	https://www.schoolaura.com/blogs/blog_detail/Free_Online_Classes_and_Study?blogid=14	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/blogs/blog_detail/Free_Online_Classes_and_Study.1945b1f.delayed	(from https://www.schoolaura.com/blogs)
14:02:21	14/-1	---M--	308	error ('Permanent%20Redirect')	text/plain		http://admin.schoolaura.com//content/adminschoolaura/blog/20210771117040_244.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210771117040_244.195.delayed	(from https://www.schoolaura.com/blogs)
14:02:21	166/166	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2006%20Mar%202025%2008:32:21%20GMT	https://admin.schoolaura.com//content/adminschoolaura/blog/20210771117040_244.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210771117040_244.196.delayed	(from https://www.schoolaura.com/blogs)
14:02:22	6021/6021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e5041fd590cc4e3abeee3053bc32a91d%22	https://admin.schoolaura.com/content/adminschoolaura/blog/20210771117040_244.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210771117040_244.197.delayed	(from https://www.schoolaura.com/blogs)
14:02:22	8255/8255	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:21%20GMT	https://www.schoolaura.com/blogs/blog_detail/Start_Online_Study_With_SchoolAura?blogid=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/blogs/blog_detail/Start_Online_Study_With_SchoolAura.1987d86.delayed	(from https://www.schoolaura.com/blogs)
14:02:23	14/-1	---M--	308	error ('Permanent%20Redirect')	text/plain		http://admin.schoolaura.com//content/adminschoolaura/blog/20210711837320_830.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210711837320_830.199.delayed	(from https://www.schoolaura.com/blogs)
14:02:23	166/166	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2006%20Mar%202025%2008:32:23%20GMT	https://admin.schoolaura.com//content/adminschoolaura/blog/20210711837320_830.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210711837320_830.19a.delayed	(from https://www.schoolaura.com/blogs)
14:02:23	6021/6021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e5041fd590cc4e3abeee3053bc32a91d%22	https://admin.schoolaura.com/content/adminschoolaura/blog/20210711837320_830.jpg	C:/My%20Web%20Sites/School%20Aura/admin.schoolaura.com/content/adminschoolaura/blog/20210711837320_830.19b.delayed	(from https://www.schoolaura.com/blogs)
14:02:24	8255/8255	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:22%20GMT	https://www.schoolaura.com/blogs/blog_detail/Free_Online_Exam_Practice?blogid=9	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/blogs/blog_detail/Free_Online_Exam_Practice.19cc15d.delayed	(from https://www.schoolaura.com/blogs)
14:02:25	49059/49059	---M--	200	added ('OK')	image/jpeg	etag:%22c1c821dcf3d81:0%22	https://www.schoolaura.com/Content/new_assets/images/contact-us/team-2.jpg	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/Content/new_assets/images/contact-us/team-2.jpg	(from https://www.schoolaura.com/contact)
14:02:27	30278/30278	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:25%20GMT	https://www.schoolaura.com/mcq-exam?Category_Id=45&Exam_Type=1	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/mcq-exam9e13	(from https://www.schoolaura.com/)
14:02:27	94630/94630	---M--	200	added ('OK')	image/png	etag:%22455d521dcf3d81:0%22	https://www.schoolaura.com/Content/new_assets/images/banner-2/Clip.png	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/Content/new_assets/images/banner-2/Clip.png	(from https://www.schoolaura.com/)
14:02:28	886820/886820	---M--	200	added ('OK')	image/png	etag:%2254364b1dcf3d81:0%22	https://www.schoolaura.com/Content/new_assets/images/education_for_student.png	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/Content/new_assets/images/education_for_student.png	(from https://www.schoolaura.com/about)
14:02:29	26712/26712	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:32:26%20GMT	https://www.schoolaura.com/features	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/features	(from https://www.schoolaura.com/)
14:02:32	588988/588988	---M--	200	added ('OK')	image/png	etag:%224ea0e112cf3d81:0%22	https://www.schoolaura.com/Content/assets/images/faq.png	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/Content/assets/images/faq.png	(from https://www.schoolaura.com/about)
14:02:33	15992/15992	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:28%20GMT	https://www.schoolaura.com/mcq_exam/exam_list?Category_Name=7th+Class&Category_Id=9&Subject_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/mcq_exam/exam_list335c	(from https://www.schoolaura.com/exam?title=1st-12th-exam&catid=1)
14:02:33	4061/4061	---M--	200	added ('OK')	application/javascript	etag:%22fafa35b7ab5cd91:0%22	https://www.schoolaura.com/Content/assets_inner/js/jquery.unobtrusive-ajax.min.js	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/Content/assets_inner/js/jquery.unobtrusive-ajax.min.js	(from https://www.schoolaura.com/)
14:02:33	15992/15992	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2006%20Mar%202025%2008:32:30%20GMT	https://www.schoolaura.com/mcq_exam/exam_list?Category_Name=6th+Class&Category_Id=8&Subject_Id=12	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/mcq_exam/exam_listb457	(from https://www.schoolaura.com/exam?title=1st-12th-exam&catid=1)
14:02:33	209/209	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:32:31%20GMT	https://www.schoolaura.com/course/study?Course_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1a02782.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=1)
14:02:34	28077/28077	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:32:31%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/login80d6.html	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=1)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1a2.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=1)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1a3.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=1)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1a4.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=2)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1a5.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=2)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1a6.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=3)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1a7.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=3)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1a8.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=5)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1a9.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=5)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1aa.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=10)
14:02:34	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1ab.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=10)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1ac.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=11)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1ad.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=11)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1ae.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=12)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1af.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=12)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1b0.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=20)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1b1.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=3&Subject_Id=20)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1b2.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/13?title=Syallabus+for+Ist+Class...)
14:02:35	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1b3.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/course_detail/13?title=Syallabus+for+Ist+Class...)
14:02:35	209/209	---MC-	302	error ('Found')	text/html	date:Thu,%2006%20Mar%202025%2008:32:34%20GMT	https://www.schoolaura.com/course/study?Course_Id=4	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/course/study.1b45bab.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=2)
14:02:36	28077/28077	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Mar%202025%2008:32:34%20GMT	https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/account/loginca1b.html	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=2)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1b6.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=2)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1b7.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=2)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1b8.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=3)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1b9.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=3)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1ba.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=5)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1bb.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=5)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1bc.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=7)
14:02:36	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1bd.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=7)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1be.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=8)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1bf.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=8)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1c0.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=9)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1c1.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=9)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1c2.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=10)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1c3.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=10)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1c4.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=11)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1c5.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=11)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1c6.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=12)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1c7.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=12)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1c8.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=13)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1c9.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=13)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/post	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/post.1ca.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=16)
14:02:37	0/-1	---M--	302	error ('')			https://www.schoolaura.com/parent	C:/My%20Web%20Sites/School%20Aura/www.schoolaura.com/parent.1cb.delayed	(from https://www.schoolaura.com/account/login?Url=https://www.schoolaura.com/course/study?Course_Id=4&Subject_Id=16)
